Entrez	Symbol	Name	Entrez	Uniprot
25975	EGFL6	EGF like domain multiple 6	25975	Q8IUX8
51162	EGFL7	EGF like domain multiple 7	51162	Q9UHF1
80864	EGFL8	EGF like domain multiple 8	80864	Q99944
133584	EGFLAM	EGF like, fibronectin type III and laminin G domains	133584	Q63HQ2
1956	EGFR	epidermal growth factor receptor	1956	P00533
1950	EGF	epidermal growth factor	1950	P01133
54583	EGLN1	egl-9 family hypoxia inducible factor 1	54583	Q9GZT9
112398	EGLN2	egl-9 family hypoxia inducible factor 2	112398	Q96KS0
112399	EGLN3	egl-9 family hypoxia inducible factor 3	112399	Q9H6Z9
2022	ENG	endoglin	2022	P17813
1958	EGR1	early growth response 1	1958	P18146
1959	EGR2	early growth response 2	1959	P11161
1960	EGR3	early growth response 3	1960	Q06889
1961	EGR4	early growth response 4	1961	Q05215
254102	EHBP1L1	EH domain binding protein 1 like 1	254102	Q8N3D4
23301	EHBP1	EH domain binding protein 1	23301	Q8NDI1
10938	EHD1	EH domain containing 1	10938	Q9H4M9
30846	EHD2	EH domain containing 2	30846	Q9NZN4
30845	EHD3	EH domain containing 3	30845	Q9NZN3
30844	EHD4	EH domain containing 4	30844	Q9H223
26298	EHF	ETS homologous factor	26298	Q9NZC4
79813	EHMT1	euchromatic histone lysine methyltransferase 1	79813	Q9H9B1
10919	EHMT2	euchromatic histone lysine methyltransferase 2	10919	Q96KQ7
9538	EI24	EI24 autophagy associated transmembrane protein	9538	O14681
1967	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	1967	Q14232
8892	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	8892	P49770
8890	EIF2B4	eukaryotic translation initiation factor 2B subunit delta	8890	Q9UI10
8893	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon	8893	Q13144
8891	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma	8891	Q9NR50
23741	EID1	EP300 interacting inhibitor of differentiation 1	23741	Q9Y6B2
126272	EID2B	EP300 interacting inhibitor of differentiation 2B	126272	Q96D98
163126	EID2	EP300 interacting inhibitor of differentiation 2	163126	Q8N6I1
493861	EID3	EP300 interacting inhibitor of differentiation 3	493861	Q8N140
84285	EIF1AD	eukaryotic translation initiation factor 1A domain containing	84285	Q8N9N8
10289	EIF1B	eukaryotic translation initiation factor 1B	10289	O60739
10209	EIF1	eukaryotic translation initiation factor 1	10209	P41567
83939	EIF2A	eukaryotic translation initiation factor 2A	83939	Q9BY44
1939	EIF2D	eukaryotic translation initiation factor 2D	1939	P41214
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A	8661	Q14152
8662	EIF3B	eukaryotic translation initiation factor 3 subunit B	8662	P55884
8663	EIF3C	eukaryotic translation initiation factor 3 subunit C	8663	Q99613
8664	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664	O15371
3646	EIF3E	eukaryotic translation initiation factor 3 subunit E	3646	P60228
8665	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665	O00303
8666	EIF3G	eukaryotic translation initiation factor 3 subunit G	8666	O75821
8667	EIF3H	eukaryotic translation initiation factor 3 subunit H	8667	O15372
8668	EIF3I	eukaryotic translation initiation factor 3 subunit I	8668	Q13347
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J	8669	O75822
27335	EIF3K	eukaryotic translation initiation factor 3 subunit K	27335	Q9UBQ5
51386	EIF3L	eukaryotic translation initiation factor 3 subunit L	51386	Q9Y262
10480	EIF3M	eukaryotic translation initiation factor 3 subunit M	10480	Q7L2H7
728689	EIF3CL	eukaryotic translation initiation factor 3 subunit C like	728689	B5ME19
7260	EIPR1	EARP complex and GARP complex interacting protein 1	7260	Q53HC9
55500	ETNK1	ethanolamine kinase 1	55500	Q9HBU6
55224	ETNK2	ethanolamine kinase 2	55224	Q9NVF9
5266	PI3	peptidase inhibitor 3	5266	P19957
57535	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	57535	Q6UXG2
222223	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2	222223	A8MWY0
1994	ELAVL1	ELAV like RNA binding protein 1	1994	Q15717
1993	ELAVL2	ELAV like RNA binding protein 2	1993	Q12926
1995	ELAVL3	ELAV like RNA binding protein 3	1995	Q14576
1996	ELAVL4	ELAV like RNA binding protein 4	1996	P26378
100506013	APELA	apelin receptor early endogenous ligand	100506013	P0DMC3
1997	ELF1	E74 like ETS transcription factor 1	1997	P32519
1998	ELF2	E74 like ETS transcription factor 2	1998	Q15723
1999	ELF3	E74 like ETS transcription factor 3	1999	P78545
2000	ELF4	E74 like ETS transcription factor 4	2000	Q99607
2001	ELF5	E74 like ETS transcription factor 5	2001	Q9UKW6
392617	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	392617	P0C7U0
2002	ELK1	ETS transcription factor ELK1	2002	P19419
2004	ELK3	ETS transcription factor ELK3	2004	P41970
2005	ELK4	ETS transcription factor ELK4	2005	P28324
22936	ELL2	elongation factor for RNA polymerase II 2	22936	O00472
80237	ELL3	elongation factor for RNA polymerase II 3	80237	Q9HB65
8178	ELL	elongation factor for RNA polymerase II	8178	P55199
55531	ELMOD1	ELMO domain containing 1	55531	Q8N336
255520	ELMOD2	ELMO domain containing 2	255520	Q8IZ81
84173	ELMOD3	ELMO domain containing 3	84173	Q96FG2
9844	ELMO1	engulfment and cell motility 1	9844	Q92556
63916	ELMO2	engulfment and cell motility 2	63916	Q96JJ3
79767	ELMO3	engulfment and cell motility 3	79767	Q96BJ8
1991	ELANE	elastase, neutrophil expressed	1991	P08246
2006	ELN	elastin	2006	P15502
6924	ELOA	elongin A	6924	Q14241
51224	ELOA2	elongin A2	51224	Q8IYF1
6923	ELOB	elongin B	6923	Q15370
6921	ELOC	elongin C	6921	Q15369
84337	ELOF1	elongation factor 1	84337	P60002
64834	ELOVL1	ELOVL fatty acid elongase 1	64834	Q9BW60
54898	ELOVL2	ELOVL fatty acid elongase 2	54898	Q9NXB9
83401	ELOVL3	ELOVL fatty acid elongase 3	83401	Q9HB03
6785	ELOVL4	ELOVL fatty acid elongase 4	6785	Q9GZR5
60481	ELOVL5	ELOVL fatty acid elongase 5	60481	Q9NYP7
79071	ELOVL6	ELOVL fatty acid elongase 6	79071	Q9H5J4
79993	ELOVL7	ELOVL fatty acid elongase 7	79993	A1L3X0
8518	ELP1	elongator acetyltransferase complex subunit 1	8518	O95163
55250	ELP2	elongator acetyltransferase complex subunit 2	55250	Q6IA86
55140	ELP3	elongator acetyltransferase complex subunit 3	55140	Q9H9T3
26610	ELP4	elongator acetyltransferase complex subunit 4	26610	Q96EB1
23587	ELP5	elongator acetyltransferase complex subunit 5	23587	Q8TE02
54859	ELP6	elongator acetyltransferase complex subunit 6	54859	Q0PNE2
25909	AHCTF1	AT-hook containing transcription factor 1	25909	Q8WYP5
4354	MPP1	MAGUK p55 scaffold protein 1	4354	Q00013
2009	EML1	EMAP like 1	2009	O00423
24139	EML2	EMAP like 2	24139	O95834
256364	EML3	EMAP like 3	256364	Q32P44
27436	EML4	EMAP like 4	27436	Q9HC35
161436	EML5	EMAP like 5	161436	Q05BV3
400954	EML6	EMAP like 6	400954	Q6ZMW3
55780	ERMARD	ER membrane associated RNA degradation	55780	Q5T6L9
133418	EMB	embigin	133418	Q6PCB8
284361	EMC10	ER membrane protein complex subunit 10	284361	Q5UCC4
23065	EMC1	ER membrane protein complex subunit 1	23065	Q8N766
9694	EMC2	ER membrane protein complex subunit 2	9694	Q15006
55831	EMC3	ER membrane protein complex subunit 3	55831	Q9P0I2
51234	EMC4	ER membrane protein complex subunit 4	51234	Q5J8M3
93380	MMGT1	membrane magnesium transporter 1	93380	Q8N4V1
83460	EMC6	ER membrane protein complex subunit 6	83460	Q9BV81
56851	EMC7	ER membrane protein complex subunit 7	56851	Q9NPA0
10328	EMC8	ER membrane protein complex subunit 8	10328	O43402
51016	EMC9	ER membrane protein complex subunit 9	51016	Q9Y3B6
2010	EMD	emerin	2010	P50402
146956	EME1	essential meiotic structure-specific endonuclease 1	146956	Q96AY2
197342	EME2	essential meiotic structure-specific endonuclease subunit 2	197342	A4GXA9
129080	EMID1	EMI domain containing 1	129080	Q96A84
11117	EMILIN1	elastin microfibril interfacer 1	11117	Q9Y6C2
84034	EMILIN2	elastin microfibril interfacer 2	84034	Q9BXX0
90187	EMILIN3	elastin microfibril interfacer 3	90187	Q9NT22
2012	EMP1	epithelial membrane protein 1	2012	P54849
2013	EMP2	epithelial membrane protein 2	2013	P54851
2014	EMP3	epithelial membrane protein 3	2014	P54852
91689	SMDT1	single-pass membrane protein with aspartate rich tail 1	91689	Q9H4I9
56946	EMSY	EMSY transcriptional repressor, BRCA2 interacting	56946	Q7Z589
2016	EMX1	empty spiracles homeobox 1	2016	Q04741
2018	EMX2	empty spiracles homeobox 2	2018	Q04743
55740	ENAH	ENAH actin regulator	55740	Q8N8S7
10117	ENAM	enamelin	10117	Q9NRM1
64772	ENGASE	endo-beta-N-acetylglucosaminidase	64772	Q8NFI3
8507	ENC1	ectodermal-neural cortex 1	8507	O14682
23052	ENDOD1	endonuclease domain containing 1	23052	O94919
8909	ENDOU	endonuclease, poly(U) specific	8909	P21128
284131	ENDOV	endonuclease V	284131	Q8N8Q3
375704	ENHO	energy homeostasis associated	375704	Q6UWT2
84080	ENKD1	enkurin domain containing 1	84080	Q9H0I2
219670	ENKUR	enkurin, TRPC channel interacting protein	219670	Q8TC29
4298	MLLT1	MLLT1 super elongation complex subunit	4298	Q03111
387712	ENO4	enolase 4	387712	A6NNW6
2023	ENO1	enolase 1	2023	P06733
2027	ENO3	enolase 3	2027	P13929
55556	ENOSF1	enolase superfamily member 1	55556	Q7L5Y1
2026	ENO2	enolase 2	2026	P09104
58478	ENOPH1	enolase-phosphatase 1	58478	Q9UHY7
55068	ENOX1	ecto-NOX disulfide-thiol exchanger 1	55068	Q8TC92
10495	ENOX2	ecto-NOX disulfide-thiol exchanger 2	10495	Q16206
7184	HSP90B1	heat shock protein 90 beta family member 1	7184	P14625
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	5167	P22413
5168	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	5168	Q13822
5169	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	5169	O14638
22875	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	22875	Q9Y6X5
59084	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase family member 5	59084	Q9UJA9
133121	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6	133121	Q6UWR7
339221	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	339221	Q6UWV6
2086	ERV3-1	endogenous retrovirus group 3 member 1, envelope	2086	Q14264
2029	ENSA	endosulfine alpha	2029	O43768
150350	ENTHD1	ENTH domain containing 1	150350	Q8IYW4
5651	TMPRSS15	transmembrane serine protease 15	5651	P98073
953	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	953	P49961
954	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	954	Q9Y5L3
956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	956	O75355
9583	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	9583	Q9Y227
957	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	957	O75356
955	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6	955	O75354
57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	57089	Q9NQZ7
377841	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	377841	Q5MY95
10807	ENTR1	endosome associated trafficking regulator 1	10807	Q96C92
56943	ENY2	ENY2 transcription and export complex 2 subunit	56943	Q9NPA8
285203	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	285203	Q5NDL2
91966	EOLA1	endothelium and lymphocyte associated ASCH domain 1	91966	Q8TE69
541578	EOLA2	endothelium and lymphocyte associated ASCH domain 2	541578	Q96DE9
8320	EOMES	eomesodermin	8320	O95936
58513	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1	58513	Q9UBC2
2033	EP300	E1A binding protein p300	2033	Q09472
10876	EDDM3A	epididymal protein 3A	10876	Q14507
64184	EDDM3B	epididymal protein 3B	64184	P56851
57634	EP400	E1A binding protein p400	57634	Q96L91
390748	PABPN1L	PABPN1 like, cytoplasmic	390748	A6NDY0
2034	EPAS1	endothelial PAS domain protein 1	2034	Q99814
2035	EPB41	erythrocyte membrane protein band 4.1	2035	P11171
2038	EPB42	erythrocyte membrane protein band 4.2	2038	P16452
80314	EPC1	enhancer of polycomb homolog 1	80314	Q9H2F5
26122	EPC2	enhancer of polycomb homolog 2	26122	Q52LR7
4072	EPCAM	epithelial cell adhesion molecule	4072	P16422
10544	PROCR	protein C receptor	10544	Q9UNN8
54749	EPDR1	ependymin related 1	54749	Q9UM22
57724	EPG5	ectopic P-granules 5 autophagy tethering factor	57724	Q9HCE0
255324	EPGN	epithelial mitogen	255324	Q6UW88
2041	EPHA1	EPH receptor A1	2041	P21709
1969	EPHA2	EPH receptor A2	1969	P29317
2042	EPHA3	EPH receptor A3	2042	P29320
2043	EPHA4	EPH receptor A4	2043	P54764
2044	EPHA5	EPH receptor A5	2044	P54756
285220	EPHA6	EPH receptor A6	285220	Q9UF33
2045	EPHA7	EPH receptor A7	2045	Q15375
2046	EPHA8	EPH receptor A8	2046	P29322
284656	EPHA10	EPH receptor A10	284656	Q5JZY3
2047	EPHB1	EPH receptor B1	2047	P54762
2048	EPHB2	EPH receptor B2	2048	P29323
2049	EPHB3	EPH receptor B3	2049	P54753
2050	EPHB4	EPH receptor B4	2050	P54760
2051	EPHB6	EPH receptor B6	2051	O15197
79852	EPHX3	epoxide hydrolase 3	79852	Q9H6B9
253152	EPHX4	epoxide hydrolase 4	253152	Q8IUS5
83481	EPPK1	epiplakin 1	83481	P58107
7957	EPM2A	EPM2A glucan phosphatase, laforin	7957	O95278
9852	EPM2AIP1	EPM2A interacting protein 1	9852	Q7L775
29924	EPN1	epsin 1	29924	Q9Y6I3
22905	EPN2	epsin 2	22905	O95208
55040	EPN3	epsin 3	55040	Q9H201
9685	CLINT1	clathrin interactor 1	9685	Q14677
100170841	EPOP	elongin BC and polycomb repressive complex 2 associated protein	100170841	A6NHQ4
2057	EPOR	erythropoietin receptor	2057	P19235
2056	EPO	erythropoietin	2056	P01588
100526773	EPPIN-WFDC6	EPPIN-WFDC6 readthrough	100526773	O95925
57119	EPPIN	epididymal peptidase inhibitor	57119	O95925
2060	EPS15	epidermal growth factor receptor pathway substrate 15	2060	P42566
2059	EPS8	epidermal growth factor receptor pathway substrate 8	2059	Q12929
85465	SELENOI	selenoprotein I	85465	Q9C0D9
1833	EPYC	epiphycan	1833	Q99645
54586	EQTN	equatorin	54586	Q9NQ60
375748	ERCC6L2	ERCC excision repair 6 like 2	375748	Q5T890
26284	ERAL1	Era like 12S mitochondrial rRNA chaperone 1	26284	O75616
51752	ERAP1	endoplasmic reticulum aminopeptidase 1	51752	Q9NZ08
64167	ERAP2	endoplasmic reticulum aminopeptidase 2	64167	Q6P179
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	P04626
2065	ERBB3	erb-b2 receptor tyrosine kinase 3	2065	P21860
2066	ERBB4	erb-b2 receptor tyrosine kinase 4	2066	Q15303
55914	ERBIN	erbb2 interacting protein	55914	Q96RT1
26059	ERC2	ELKS/RAB6-interacting/CAST family member 2	26059	O15083
54821	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	54821	Q2NKX8
2067	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	2067	P07992
2068	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	2068	P18074
2071	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	2071	P19447
2073	ERCC5	ERCC excision repair 5, endonuclease	2073	P28715
2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	2074	Q03468
1161	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	1161	Q13216
10945	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945	P24390
11014	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	11014	P33947
11015	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	11015	O43731
2069	EREG	epiregulin	2069	O14944
2107	ETF1	eukaryotic translation termination factor 1	2107	P62495
2935	GSPT1	G1 to S phase transition 1	2935	P15170
23708	GSPT2	G1 to S phase transition 2	23708	Q8IYD1
151176	ERFE	erythroferrone	151176	Q4G0M1
2077	ERF	ETS2 repressor factor	2077	P50548
6713	SQLE	squalene epoxidase	6713	Q14534
7108	TM7SF2	transmembrane 7 superfamily member 2	7108	O76062
11161	ERG28	ergosterol biosynthesis 28 homolog	11161	Q9UKR5
57222	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1	57222	Q969X5
51290	ERGIC2	ERGIC and golgi 2	51290	Q96RQ1
51614	ERGIC3	ERGIC and golgi 3	51614	Q9Y282
2078	ERG	ETS transcription factor ERG	2078	P11308
2079	ERH	ERH mRNA splicing and mitosis factor	2079	P84090
90459	ERI1	exoribonuclease 1	90459	Q8IV48
112479	ERI2	ERI1 exoribonuclease family member 2	112479	A8K979
79033	ERI3	ERI1 exoribonuclease family member 3	79033	O43414
220081	ERICH6B	glutamate rich 6B	220081	Q5W0A0
157697	ERICH1	glutamate rich 1	157697	Q86X53
285141	ERICH2	glutamate rich 2	285141	A1L162
127254	ERICH3	glutamate rich 3	127254	Q5RHP9
100170765	ERICH4	glutamate rich 4	100170765	A6NGS2
203111	ERICH5	glutamate rich 5	203111	Q6P6B1
131831	ERICH6	glutamate rich 6	131831	Q7L0X2
27248	ERLEC1	endoplasmic reticulum lectin 1	27248	Q96DZ1
10613	ERLIN1	ER lipid raft associated 1	10613	O75477
11160	ERLIN2	ER lipid raft associated 2	11160	O94905
114625	ERMAP	erythroblast membrane associated protein (Scianna blood group)	114625	Q96PL5
57471	ERMN	ermin	57471	Q8TAM6
79956	ERMP1	endoplasmic reticulum metallopeptidase 1	79956	Q7Z2K6
2081	ERN1	endoplasmic reticulum to nucleus signaling 1	2081	O75460
10595	ERN2	endoplasmic reticulum to nucleus signaling 2	10595	Q76MJ5
30001	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	30001	Q96HE7
56605	ERO1B	endoplasmic reticulum oxidoreductase 1 beta	56605	Q86YB8
121506	ERP27	endoplasmic reticulum protein 27	121506	Q96DN0
10961	ERP29	endoplasmic reticulum protein 29	10961	P30040
23071	ERP44	endoplasmic reticulum protein 44	23071	Q9BS26
2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	2074	P0DP91
2101	ESRRA	estrogen related receptor alpha	2101	P11474
2103	ESRRB	estrogen related receptor beta	2103	O95718
2104	ESRRG	estrogen related receptor gamma	2104	P62508
54206	ERRFI1	ERBB receptor feedback inhibitor 1	54206	Q9UJM3
147664	ERVV-1	endogenous retrovirus group V member 1, envelope	147664	B6SEH8
100271846	ERVV-2	endogenous retrovirus group V member 2, envelope	100271846	B6SEH9
54869	EPS8L1	EPS8 like 1	54869	Q8TE68
64787	EPS8L2	EPS8 like 2	64787	Q9H6S3
79574	EPS8L3	EPS8 like 3	79574	Q8TE67
90952	ESAM	endothelial cell adhesion molecule	90952	Q96AP7
114799	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1	114799	Q5FWF5
157570	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	157570	Q56NI9
51575	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	51575	Q9H501
94240	EPSTI1	epithelial stromal interaction 1	94240	Q96J88
11082	ESM1	endothelial cell specific molecule 1	11082	Q9NQ30
64100	ELSPBP1	epididymal sperm binding protein 1	64100	Q96BH3
9700	ESPL1	extra spindle pole bodies like 1, separase	9700	Q14674
339768	ESPNL	espin like	339768	Q6ZVH7
83715	ESPN	espin	83715	B1AK53
2099	ESR1	estrogen receptor 1	2099	P03372
2100	ESR2	estrogen receptor 2	2100	Q92731
54845	ESRP1	epithelial splicing regulatory protein 1	54845	Q6NXG1
80004	ESRP2	epithelial splicing regulatory protein 2	80004	Q9H6T0
8220	ESS2	ess-2 splicing factor homolog	8220	Q96DF8
23293	SMG6	SMG6 nonsense mediated mRNA decay factor	23293	Q86US8
1066	CES1	carboxylesterase 1	1066	P23141
8824	CES2	carboxylesterase 2	8824	O00748
23491	CES3	carboxylesterase 3	23491	Q6UWW8
283848	CES4A	carboxylesterase 4A	283848	Q5XG92
221223	CES5A	carboxylesterase 5A	221223	Q6NT32
2098	ESD	esterase D	2098	P10768
80712	ESX1	ESX homeobox 1	80712	Q8N693
23344	ESYT1	extended synaptotagmin 1	23344	Q9BSJ8
57488	ESYT2	extended synaptotagmin 2	57488	A0FGR8
83850	ESYT3	extended synaptotagmin 3	83850	A0FGR9
54465	ETAA1	ETAA1 activator of ATR kinase	54465	Q9NY74
2108	ETFA	electron transfer flavoprotein subunit alpha	2108	P13804
2109	ETFB	electron transfer flavoprotein subunit beta	2109	P38117
2110	ETFDH	electron transfer flavoprotein dehydrogenase	2110	Q16134
144363	ETFRF1	electron transfer flavoprotein regulatory factor 1	144363	Q6IPR1
23474	ETHE1	ETHE1 persulfide dioxygenase	23474	O95571
254013	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	254013	Q8IXQ9
2113	ETS1	ETS proto-oncogene 1, transcription factor	2113	P14921
2114	ETS2	ETS proto-oncogene 2, transcription factor	2114	P15036
2115	ETV1	ETS variant transcription factor 1	2115	P50549
2116	ETV2	ETS variant transcription factor 2	2116	O00321
440695	ETV3L	ETS variant transcription factor 3 like	440695	Q6ZN32
2117	ETV3	ETS variant transcription factor 3	2117	P41162
2118	ETV4	ETS variant transcription factor 4	2118	P43268
2119	ETV5	ETS variant transcription factor 5	2119	P41161
2120	ETV6	ETS variant transcription factor 6	2120	P41212
51513	ETV7	ETS variant transcription factor 7	51513	Q9Y603
54149	C21orf91	chromosome 21 open reading frame 91	54149	Q9NYK6
84141	EVA1A	eva-1 homolog A, regulator of programmed cell death	84141	Q9H8M9
55194	EVA1B	eva-1 homolog B	55194	Q9NVM1
59271	EVA1C	eva-1 homolog C	59271	P58658
2121	EVC	EvC ciliary complex subunit 1	2121	P57679
84645	C22orf23	chromosome 22 open reading frame 23	84645	Q9BZE7
2123	EVI2A	ecotropic viral integration site 2A	2123	P22794
2124	EVI2B	ecotropic viral integration site 2B	2124	P34910
115704	EVI5L	ecotropic viral integration site 5 like	115704	Q96CN4
7813	EVI5	ecotropic viral integration site 5	7813	O60447
51466	EVL	Enah/Vasp-like	51466	Q9UI08
645027	EVPLL	envoplakin like	645027	A8MZ36
2125	EVPL	envoplakin	2125	Q92817
2128	EVX1	even-skipped homeobox 1	2128	P49640
344191	EVX2	even-skipped homeobox 2	344191	Q03828
2130	EWSR1	EWS RNA binding protein 1	2130	Q01844
283849	EXOC3L1	exocyst complex component 3 like 1	283849	Q86VI1
90332	EXOC3L2	exocyst complex component 3 like 2	90332	Q2M3D2
91828	EXOC3L4	exocyst complex component 3 like 4	91828	Q17RC7
23233	EXOC6B	exocyst complex component 6B	23233	Q9Y2D4
161829	EXD1	exonuclease 3'-5' domain containing 1	161829	Q8NHP7
55218	EXD2	exonuclease 3'-5' domain containing 2	55218	Q9NVH0
9156	EXO1	exonuclease 1	9156	Q9UQ84
64789	EXO5	exonuclease 5	64789	Q9H790
55763	EXOC1	exocyst complex component 1	55763	Q9NV70
55770	EXOC2	exocyst complex component 2	55770	Q96KP1
11336	EXOC3	exocyst complex component 3	11336	O60645
60412	EXOC4	exocyst complex component 4	60412	Q96A65
10640	EXOC5	exocyst complex component 5	10640	O00471
54536	EXOC6	exocyst complex component 6	54536	Q8TAG9
23265	EXOC7	exocyst complex component 7	23265	Q9UPT5
149371	EXOC8	exocyst complex component 8	149371	Q8IYI6
9941	EXOG	exo/endonuclease G	9941	Q9Y2C4
51013	EXOSC1	exosome component 1	51013	Q9Y3B2
23404	EXOSC2	exosome component 2	23404	Q13868
51010	EXOSC3	exosome component 3	51010	Q9NQT5
54512	EXOSC4	exosome component 4	54512	Q9NPD3
56915	EXOSC5	exosome component 5	56915	Q9NQT4
118460	EXOSC6	exosome component 6	118460	Q5RKV6
23016	EXOSC7	exosome component 7	23016	Q15024
11340	EXOSC8	exosome component 8	11340	Q96B26
5393	EXOSC9	exosome component 9	5393	Q06265
5394	EXOSC10	exosome component 10	5394	Q01780
23086	EXPH5	exophilin 5	23086	Q8NEV8
2131	EXT1	exostosin glycosyltransferase 1	2131	Q16394
2132	EXT2	exostosin glycosyltransferase 2	2132	Q93063
2134	EXTL1	exostosin like glycosyltransferase 1	2134	Q92935
2135	EXTL2	exostosin like glycosyltransferase 2	2135	Q9UBQ6
2137	EXTL3	exostosin like glycosyltransferase 3	2137	O43909
2138	EYA1	EYA transcriptional coactivator and phosphatase 1	2138	Q99502
2139	EYA2	EYA transcriptional coactivator and phosphatase 2	2139	O00167
2140	EYA3	EYA transcriptional coactivator and phosphatase 3	2140	Q99504
2070	EYA4	EYA transcriptional coactivator and phosphatase 4	2070	O95677
346007	EYS	eyes shut homolog	346007	Q5T1H1
2145	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	2145	Q92800
2146	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	2146	Q15910
340602	EZHIP	EZH inhibitory protein	340602	Q86X51
7430	EZR	ezrin	7430	P15311
399665	FAM102A	family with sequence similarity 102 member A	399665	Q5T9C2
284611	FAM102B	family with sequence similarity 102 member B	284611	Q5T8I3
84923	FAM104A	family with sequence similarity 104 member A	84923	Q969W3
90736	FAM104B	family with sequence similarity 104 member B	90736	Q5XKR9
80039	FAM106A	family with sequence similarity 106 member A	80039	Q4KMX7
100129396	FAM106C	family with sequence similarity 106 member C	100129396	P0CH98
11170	FAM107A	family with sequence similarity 107 member A	11170	O95990
83641	FAM107B	family with sequence similarity 107 member B	83641	Q9H098
6767	ST13	ST13 Hsp70 interacting protein	6767	P50502
118924	FRA10AC1	FRA10A associated CGG repeat 1	118924	Q70Z53
83541	FAM110A	family with sequence similarity 110 member A	83541	Q9BQ89
90362	FAM110B	family with sequence similarity 110 member B	90362	Q8TC76
642273	FAM110C	family with sequence similarity 110 member C	642273	Q1W6H9
79927	FAM110D	family with sequence similarity 110 member D	79927	Q8TAY7
63901	FAM111A	FAM111 trypsin like peptidase A	63901	Q96PZ2
374393	FAM111B	FAM111 trypsin like peptidase B	374393	Q6SJ93
10827	FAM114A2	family with sequence similarity 114 member A2	10827	Q9NRY5
81558	FAM117A	family with sequence similarity 117 member A	81558	Q9C073
150864	FAM117B	family with sequence similarity 117 member B	150864	Q6P1L5
55007	FAM118A	family with sequence similarity 118 member A	55007	Q9NWS6
79607	FAM118B	family with sequence similarity 118 member B	79607	Q9BPY3
23196	FAM120A	family with sequence similarity 120A	23196	Q9NZB2
84498	FAM120B	family with sequence similarity 120B	84498	Q96EK7
54954	FAM120C	family with sequence similarity 120C	54954	Q9NX05
158293	FAM120AOS	family with sequence similarity 120A opposite strand	158293	Q5T036
220108	FAM124A	family with sequence similarity 124 member A	220108	Q86V42
79843	FAM124B	family with sequence similarity 124 member B	79843	Q9H5Z6
285172	FAM126B	family with sequence similarity 126 member B	285172	Q8IXS8
131408	FAM131A	family with sequence similarity 131 member A	131408	Q6UXB0
9715	FAM131B	family with sequence similarity 131 member B	9715	Q86XD5
348487	FAM131C	family with sequence similarity 131 member C	348487	Q96AQ9
286499	FAM133A	family with sequence similarity 133 member A	286499	Q8N9E0
257415	FAM133B	family with sequence similarity 133 member B	257415	Q5BKY9
